1.000000000000000000e+00,2.187500000000000000e-01,1.875000000000000000e-01,3.461538461538461453e-01,1.600000000000000033e-01,3.333333333333333148e-01,2.272727272727272652e-01,4.000000000000000222e-01,2.105263157894736725e-01,3.125000000000000000e-01,3.103448275862069061e-01
2.187500000000000000e-01,1.000000000000000000e+00,2.333333333333333370e-01,2.142857142857142738e-01,4.736842105263157632e-01,2.399999999999999911e-01,2.380952380952380820e-01,2.272727272727272652e-01,2.857142857142856984e-01,3.225806451612903136e-01,3.703703703703703498e-01
1.875000000000000000e-01,2.333333333333333370e-01,1.000000000000000000e+00,3.200000000000000067e-01,2.272727272727272652e-01,3.043478260869565410e-01,3.888888888888888951e-01,1.304347826086956486e-01,1.891891891891891997e-01,3.333333333333333148e-01,2.413793103448275967e-01
3.461538461538461453e-01,2.142857142857142738e-01,3.200000000000000067e-01,1.000000000000000000e+00,1.428571428571428492e-01,3.499999999999999778e-01,1.578947368421052544e-01,5.333333333333333259e-01,1.714285714285714302e-01,2.758620689655172376e-01,3.200000000000000067e-01
1.600000000000000033e-01,4.736842105263157632e-01,2.272727272727272652e-01,1.428571428571428492e-01,1.000000000000000000e+00,3.125000000000000000e-01,4.545454545454545303e-01,1.333333333333333315e-01,3.461538461538461453e-01,1.923076923076923184e-01,5.000000000000000000e-01
3.333333333333333148e-01,2.399999999999999911e-01,3.043478260869565410e-01,3.499999999999999778e-01,3.125000000000000000e-01,1.000000000000000000e+00,5.833333333333333703e-01,3.333333333333333148e-01,4.074074074074073848e-01,4.166666666666666852e-01,6.666666666666666297e-01
2.272727272727272652e-01,2.380952380952380820e-01,3.888888888888888951e-01,1.578947368421052544e-01,4.545454545454545303e-01,5.833333333333333703e-01,1.000000000000000000e+00,1.538461538461538547e-01,2.692307692307692180e-01,3.181818181818181768e-01,3.888888888888888951e-01
4.000000000000000222e-01,2.272727272727272652e-01,1.304347826086956486e-01,5.333333333333333259e-01,1.333333333333333315e-01,3.333333333333333148e-01,1.538461538461538547e-01,1.000000000000000000e+00,1.333333333333333315e-01,3.043478260869565410e-01,2.999999999999999889e-01
2.105263157894736725e-01,2.857142857142856984e-01,1.891891891891891997e-01,1.714285714285714302e-01,3.461538461538461453e-01,4.074074074074073848e-01,2.692307692307692180e-01,1.333333333333333315e-01,1.000000000000000000e+00,4.117647058823529216e-01,5.714285714285713969e-01
3.125000000000000000e-01,3.225806451612903136e-01,3.333333333333333148e-01,2.758620689655172376e-01,1.923076923076923184e-01,4.166666666666666852e-01,3.181818181818181768e-01,3.043478260869565410e-01,4.117647058823529216e-01,1.000000000000000000e+00,3.793103448275861878e-01
3.103448275862069061e-01,3.703703703703703498e-01,2.413793103448275967e-01,3.200000000000000067e-01,5.000000000000000000e-01,6.666666666666666297e-01,3.888888888888888951e-01,2.999999999999999889e-01,5.714285714285713969e-01,3.793103448275861878e-01,1.000000000000000000e+00
