1.000000000000000000e+00,5.625000000000000000e-01,3.548387096774193727e-01,6.287878787878787845e-01,4.084507042253521236e-01,2.562499999999999778e-01,3.862068965517241326e-01,5.985401459854015060e-01,2.611464968152866217e-01,3.823529411764705621e-01,4.056603773584905870e-01,3.689320388349514590e-01,3.786407766990291246e-01,4.299999999999999933e-01,4.059405940594059681e-01
5.625000000000000000e-01,1.000000000000000000e+00,3.777777777777777679e-01,3.263888888888888951e-01,5.304347826086956985e-01,2.206896551724137900e-01,5.391304347826086918e-01,3.448275862068965747e-01,2.517985611510791255e-01,4.021739130434782705e-01,3.431372549019607865e-01,3.163265306122449161e-01,3.978494623655913776e-01,4.239130434782608647e-01,3.684210526315789269e-01
3.548387096774193727e-01,3.777777777777777679e-01,1.000000000000000000e+00,2.562499999999999778e-01,2.827586206896551824e-01,5.203252032520325754e-01,2.721088435374149905e-01,2.654320987654321118e-01,4.959349593495934738e-01,3.465346534653465094e-01,3.980582524271844558e-01,3.599999999999999867e-01,3.699999999999999956e-01,4.081632653061224580e-01,4.270833333333333148e-01
6.287878787878787845e-01,3.263888888888888951e-01,2.562499999999999778e-01,1.000000000000000000e+00,5.655737704918032405e-01,3.812949640287769948e-01,3.617021276595744905e-01,6.666666666666666297e-01,3.034482758620689613e-01,3.673469387755102233e-01,4.343434343434343647e-01,3.814432989690721421e-01,3.235294117647058987e-01,4.166666666666666852e-01,4.210526315789473450e-01
4.084507042253521236e-01,5.304347826086956985e-01,2.827586206896551824e-01,5.655737704918032405e-01,1.000000000000000000e+00,3.615384615384615308e-01,5.128205128205127750e-01,3.829787234042553168e-01,2.700729927007299302e-01,3.437500000000000000e-01,4.123711340206185350e-01,3.298969072164948391e-01,3.131313131313131493e-01,4.239130434782608647e-01,3.978494623655913776e-01
2.562499999999999778e-01,2.206896551724137900e-01,5.203252032520325754e-01,3.812949640287769948e-01,3.615384615384615308e-01,1.000000000000000000e+00,2.361111111111111049e-01,2.894736842105263275e-01,5.625000000000000000e-01,3.684210526315789269e-01,4.375000000000000000e-01,3.541666666666666852e-01,3.099999999999999978e-01,4.193548387096774355e-01,3.505154639175257492e-01
3.862068965517241326e-01,5.391304347826086918e-01,2.721088435374149905e-01,3.617021276595744905e-01,5.128205128205127750e-01,2.361111111111111049e-01,1.000000000000000000e+00,5.679999999999999494e-01,3.779527559055118058e-01,2.899999999999999800e-01,3.564356435643564192e-01,3.163265306122449161e-01,3.265306122448979331e-01,3.505154639175257492e-01,3.829787234042553168e-01
5.985401459854015060e-01,3.448275862068965747e-01,2.654320987654321118e-01,6.666666666666666297e-01,3.829787234042553168e-01,2.894736842105263275e-01,5.679999999999999494e-01,1.000000000000000000e+00,3.687943262411347289e-01,3.627450980392156743e-01,3.611111111111111049e-01,3.762376237623762387e-01,3.207547169811320598e-01,3.557692307692307820e-01,4.000000000000000222e-01
2.611464968152866217e-01,2.517985611510791255e-01,4.959349593495934738e-01,3.034482758620689613e-01,2.700729927007299302e-01,5.625000000000000000e-01,3.779527559055118058e-01,3.687943262411347289e-01,1.000000000000000000e+00,3.163265306122449161e-01,3.979591836734693855e-01,3.437500000000000000e-01,3.131313131313131493e-01,3.645833333333333148e-01,4.444444444444444198e-01
3.823529411764705621e-01,4.021739130434782705e-01,3.465346534653465094e-01,3.673469387755102233e-01,3.437500000000000000e-01,3.684210526315789269e-01,2.899999999999999800e-01,3.627450980392156743e-01,3.163265306122449161e-01,1.000000000000000000e+00,4.216867469879518326e-01,4.473684210526315819e-01,5.416666666666666297e-01,4.736842105263157632e-01,4.050632911392405000e-01
4.056603773584905870e-01,3.431372549019607865e-01,3.980582524271844558e-01,4.343434343434343647e-01,4.123711340206185350e-01,4.375000000000000000e-01,3.564356435643564192e-01,3.611111111111111049e-01,3.979591836734693855e-01,4.216867469879518326e-01,1.000000000000000000e+00,5.128205128205127750e-01,4.337349397590361533e-01,5.999999999999999778e-01,5.063291139240506666e-01
3.689320388349514590e-01,3.163265306122449161e-01,3.599999999999999867e-01,3.814432989690721421e-01,3.298969072164948391e-01,3.541666666666666852e-01,3.163265306122449161e-01,3.762376237623762387e-01,3.437500000000000000e-01,4.473684210526315819e-01,5.128205128205127750e-01,1.000000000000000000e+00,3.703703703703703498e-01,4.545454545454545303e-01,5.633802816901408717e-01
3.786407766990291246e-01,3.978494623655913776e-01,3.699999999999999956e-01,3.235294117647058987e-01,3.131313131313131493e-01,3.099999999999999978e-01,3.265306122448979331e-01,3.207547169811320598e-01,3.131313131313131493e-01,5.416666666666666297e-01,4.337349397590361533e-01,3.703703703703703498e-01,1.000000000000000000e+00,5.479452054794520244e-01,4.000000000000000222e-01
4.299999999999999933e-01,4.239130434782608647e-01,4.081632653061224580e-01,4.166666666666666852e-01,4.239130434782608647e-01,4.193548387096774355e-01,3.505154639175257492e-01,3.557692307692307820e-01,3.645833333333333148e-01,4.736842105263157632e-01,5.999999999999999778e-01,4.545454545454545303e-01,5.479452054794520244e-01,1.000000000000000000e+00,4.487179487179487336e-01
4.059405940594059681e-01,3.684210526315789269e-01,4.270833333333333148e-01,4.210526315789473450e-01,3.978494623655913776e-01,3.505154639175257492e-01,3.829787234042553168e-01,4.000000000000000222e-01,4.444444444444444198e-01,4.050632911392405000e-01,5.063291139240506666e-01,5.633802816901408717e-01,4.000000000000000222e-01,4.487179487179487336e-01,1.000000000000000000e+00
